GrLivArea,OverallQual,GarageCars,TotalBsmtSF,FullBath,SalePrice
1632,5,2.0,1632.0,2,143000
1622,4,4.0,1249.0,1,168000
1060,5,2.0,1040.0,1,129900
1142,5,2.0,1142.0,1,134000
1092,4,1.0,546.0,1,85500
992,4,1.0,530.0,1,106500
1092,4,0.0,546.0,1,93900
1092,4,1.0,546.0,1,75000
630,4,0.0,630.0,1,84500
1092,4,1.0,546.0,1,75190
1062,6,2.0,1029.0,1,146800
1008,5,2.0,923.0,1,153500
1356,6,2.0,1244.0,2,188000
1676,5,2.0,1160.0,1,196000
1432,5,2.0,716.0,1,157000
796,5,0.0,796.0,1,138000
768,5,2.0,768.0,1,129500
1608,4,1.0,1396.0,1,80000
845,4,2.0,845.0,1,129500
1178,5,2.0,1090.0,1,135000
816,5,1.0,816.0,1,124500
816,5,1.0,816.0,1,139000
974,5,0.0,974.0,1,93500
887,5,1.0,864.0,1,124500
1293,6,2.0,1178.0,2,149900
1024,6,1.0,1008.0,1,157500
1797,5,3.0,1617.0,1,169000
1390,6,2.0,1705.0,1,252000
1851,7,2.0,1851.0,2,192100
1525,6,2.0,813.0,2,183500
2236,7,2.0,964.0,2,222000
1671,6,2.0,781.0,2,170000
1498,6,2.0,691.0,2,187500
1776,6,2.0,821.0,2,202000
1511,6,2.0,802.0,2,185000
2462,7,2.0,1392.0,2,320000
1670,7,3.0,1670.0,2,240000
2064,8,2.0,1074.0,2,250000
1801,8,3.0,893.0,2,239900
2212,7,3.0,1700.0,2,309000
2021,7,2.0,868.0,2,274725
2687,8,2.0,2062.0,2,270000
1169,6,2.0,1160.0,2,183500
1501,6,2.0,697.0,2,165600
1632,7,2.0,935.0,2,176500
1204,8,2.0,1191.0,2,130000
1767,7,2.0,1064.0,2,239000
1742,8,2.0,1742.0,2,275000
2798,9,3.0,1398.0,3,457347
3390,10,3.0,1528.0,3,545224
2473,9,3.0,1094.0,2,356383
2868,9,3.0,1992.0,3,556581
2576,8,3.0,1234.0,2,361919
2698,10,3.0,1850.0,2,535000
2795,9,3.0,1390.0,3,401179
2945,10,3.0,1410.0,3,438780
2320,5,2.0,0.0,2,169000
1056,5,2.0,1056.0,1,145000
1714,9,2.0,1714.0,2,318000
1826,8,3.0,1814.0,2,319000
2000,9,3.0,1910.0,2,470000
1621,7,2.0,1208.0,2,202500
2183,7,3.0,1204.0,2,229000
2263,7,2.0,795.0,2,235000
1574,6,2.0,796.0,2,190000
1102,6,2.0,988.0,1,169000
1872,7,2.0,1845.0,2,241500
1857,7,2.0,945.0,2,188900
1686,6,2.0,1686.0,2,207500
2784,7,2.0,1392.0,3,250000
1552,6,2.0,713.0,2,179900
1083,7,2.0,1047.0,1,172000
2318,7,2.0,960.0,2,294323
1875,6,2.0,675.0,3,184500
1074,5,2.0,1056.0,1,153500
1664,7,2.0,832.0,2,162900
1309,6,2.0,1040.0,1,181000
1103,6,2.0,1103.0,2,155000
1096,5,1.0,1096.0,1,138800
864,4,1.0,864.0,1,116050
858,4,0.0,858.0,1,88000
874,4,2.0,864.0,1,97500
1419,6,2.0,1487.0,2,190000
1092,6,2.0,525.0,1,105500
1365,5,2.0,765.0,1,125500
987,6,1.0,483.0,1,83000
1030,6,1.0,494.0,1,116000
1218,6,0.0,672.0,1,91500
1218,6,1.0,672.0,1,118000
948,6,1.0,483.0,1,89000
1092,6,1.0,525.0,1,108000
987,6,1.0,483.0,1,94500
1069,6,2.0,1069.0,2,146300
1387,5,1.0,943.0,1,145000
900,5,1.0,864.0,1,123000
1055,7,1.0,1055.0,2,137500
1456,6,2.0,855.0,2,144000
1980,9,3.0,1980.0,2,315000
2589,9,3.0,1738.0,2,412083
2596,9,3.0,1249.0,3,342643
1618,8,3.0,1618.0,2,252000
2076,10,3.0,2076.0,2,465000
1740,7,3.0,1721.0,2,293000
1868,9,3.0,1868.0,2,415000
1850,9,3.0,1833.0,2,326000
2376,8,3.0,1158.0,3,325300
2452,8,3.0,1117.0,3,309000
2206,9,3.0,1090.0,2,300000
2098,8,3.0,1030.0,2,275500
2091,9,2.0,1606.0,2,338500
2324,9,3.0,1175.0,3,345000
2253,8,2.0,1209.0,2,344133
2389,8,3.0,1054.0,2,298236
2358,8,3.0,1524.0,2,329900
1944,9,3.0,1896.0,2,360000
1970,8,3.0,1085.0,2,281000
1792,9,3.0,1792.0,2,372397
1780,9,3.0,1780.0,2,378000
1792,9,3.0,1792.0,2,374000
2728,9,3.0,1848.0,2,437154
1904,8,2.0,1058.0,2,275000
1914,8,3.0,1420.0,2,279000
1364,7,2.0,1364.0,2,185850
1565,9,2.0,1560.0,2,282500
1368,7,2.0,1368.0,2,202500
1368,7,2.0,1368.0,2,202665
1686,9,3.0,1686.0,2,332200
1666,9,2.0,1666.0,2,310090
1405,7,2.0,1405.0,2,171750
1316,6,2.0,1316.0,2,169990
1456,6,2.0,728.0,2,170440
1492,7,2.0,738.0,2,169985
1496,7,2.0,654.0,2,179665
1863,7,3.0,879.0,2,219210
1326,6,2.0,1326.0,2,174190
1456,6,2.0,728.0,2,172785
2373,8,3.0,1052.0,2,258000
1492,7,2.0,738.0,2,185101
1364,7,2.0,1220.0,2,210250
1557,7,2.0,1374.0,2,234000
1456,8,2.0,1273.0,2,215000
1511,7,2.0,1368.0,2,246990
1414,7,2.0,1375.0,2,178740
1548,7,2.0,1365.0,2,225000
1248,7,2.0,1248.0,2,167240
1142,7,2.0,1142.0,2,156820
1506,7,2.0,1362.0,2,213490
1567,8,3.0,1520.0,2,264561
1500,7,3.0,1356.0,2,246578
1838,5,2.0,732.0,2,192140
1509,6,2.0,783.0,2,183200
1414,8,2.0,707.0,2,178000
1598,7,2.0,848.0,2,201490
1936,8,2.0,1406.0,2,230500
1509,7,2.0,783.0,2,180000
1664,6,2.0,953.0,2,172400
1889,6,2.0,982.0,2,215000
1886,7,2.0,930.0,2,199900
1671,6,2.0,959.0,2,173000
2322,7,3.0,1035.0,3,287602
2291,7,2.0,975.0,2,230000
2392,8,3.0,1396.0,2,348000
1976,8,3.0,1044.0,2,286000
2234,8,3.0,1160.0,2,300000
3627,10,3.0,1930.0,3,625000
2855,9,3.0,1540.0,2,405000
1924,8,2.0,1086.0,2,280000
2263,8,2.0,1141.0,2,258000
2726,8,3.0,1342.0,2,350000
3500,9,3.0,1733.0,3,584500
2494,8,3.0,1290.0,2,321000
2526,8,3.0,1165.0,2,290000
2799,8,3.0,1286.0,2,315000
1964,8,2.0,1100.0,2,252000
1670,8,3.0,1670.0,2,336820
2097,8,3.0,2077.0,1,423000
1660,8,2.0,1660.0,2,290000
1616,7,3.0,1616.0,2,232000
1504,8,2.0,1504.0,2,199000
1278,8,2.0,1278.0,2,198600
2640,9,3.0,2036.0,3,405749
1489,8,2.0,1489.0,2,232600
1939,8,3.0,1095.0,2,266000
1553,7,2.0,756.0,2,186500
1716,6,2.0,858.0,2,200825
1576,7,2.0,770.0,2,197000
1262,6,2.0,1262.0,2,185000
1266,7,2.0,1257.0,2,176000
1301,7,2.0,1293.0,2,187750
1142,6,0.0,1142.0,1,139500
1400,7,2.0,1400.0,2,186800
1131,6,0.0,1131.0,1,132000
1141,6,2.0,1141.0,1,142500
1158,6,2.0,1158.0,1,158000
1686,7,2.0,891.0,2,184000
1585,7,2.0,784.0,2,184900
1837,6,2.0,941.0,2,187000
1603,6,2.0,761.0,2,175900
1731,6,2.0,836.0,2,248500
1398,6,2.0,1398.0,2,172000
1217,6,2.0,1217.0,2,151000
1320,6,2.0,636.0,2,150000
1056,4,1.0,1056.0,1,107000
965,5,1.0,828.0,1,119900
988,5,2.0,988.0,1,129500
1728,5,2.0,1728.0,2,125000
1654,6,2.0,0.0,2,119500
1211,5,2.0,864.0,1,144000
1212,6,2.0,506.0,1,151000
984,5,1.0,984.0,1,126000
909,5,1.0,882.0,1,116000
925,5,2.0,925.0,1,133500
1024,5,1.0,1024.0,1,120875
935,5,1.0,935.0,1,137000
912,5,0.0,912.0,1,124000
1236,5,1.0,912.0,1,135000
941,5,1.0,912.0,1,129200
2646,7,2.0,1748.0,2,260000
2417,8,2.0,1288.0,2,260000
2826,8,3.0,1334.0,2,334000
2520,8,3.0,1338.0,2,310000
2295,7,2.0,1095.0,2,268000
1624,8,3.0,1624.0,2,262000
1143,7,2.0,1143.0,1,176400
1247,8,2.0,1247.0,1,197000
1200,7,2.0,600.0,2,151000
1223,7,2.0,600.0,2,147400
1223,7,2.0,600.0,2,149900
1200,7,2.0,600.0,2,144152
1524,6,2.0,756.0,2,166000
1452,7,2.0,691.0,2,183900
1382,7,2.0,673.0,2,165000
1080,7,2.0,530.0,2,139000
1694,7,1.0,569.0,2,200000
1568,8,2.0,1568.0,2,221000
1494,8,2.0,1494.0,1,270000
1208,6,2.0,1208.0,1,165000
1235,8,2.0,1235.0,1,214000
1036,8,2.0,1036.0,1,188000
1226,8,2.0,1226.0,1,190000
1226,8,2.0,1226.0,1,170000
1842,9,3.0,1842.0,0,385000
1193,5,2.0,1153.0,2,146500
1920,7,2.0,570.0,3,170000
2156,7,2.0,1568.0,2,262500
1416,6,2.0,708.0,2,179900
2654,6,2.0,1054.0,2,250000
1790,6,2.0,732.0,1,165150
1334,7,2.0,1334.0,2,164500
1164,7,2.0,1164.0,1,140000
980,5,1.0,980.0,2,135500
1051,5,2.0,1051.0,1,142000
1770,5,2.0,900.0,1,155000
976,6,2.0,976.0,1,157500
1052,5,1.0,1052.0,1,138500
898,5,1.0,833.0,1,140000
1051,5,1.0,1051.0,1,124400
1141,5,1.0,1141.0,1,158000
1200,5,2.0,864.0,1,146000
1993,6,2.0,825.0,2,190000
1050,5,1.0,1050.0,1,136500
864,5,2.0,864.0,1,129900
1712,5,2.0,1626.0,2,145000
1565,6,1.0,1187.0,2,185900
1251,6,1.0,1251.0,1,160000
1488,6,2.0,1008.0,1,167000
1440,5,2.0,720.0,1,157500
1095,6,1.0,588.0,1,140000
1053,5,2.0,1008.0,1,150000
1248,5,1.0,1248.0,1,151500
816,6,1.0,816.0,1,129800
1008,5,1.0,1008.0,1,137000
1043,5,1.0,938.0,1,137000
1230,4,1.0,747.0,1,121600
869,4,0.0,440.0,1,85500
747,4,2.0,600.0,1,79900
1252,5,2.0,504.0,1,127000
1433,5,2.0,1251.0,1,161000
1624,5,1.0,1444.0,1,146500
1216,5,1.0,1056.0,1,135000
2136,5,2.0,2136.0,2,137900
1578,6,1.0,806.0,1,133000
1728,5,1.0,704.0,1,137000
936,5,1.0,936.0,1,121000
1584,5,2.0,1584.0,2,119000
1246,6,2.0,1246.0,1,172000
1235,5,2.0,1235.0,1,98600
2157,7,2.0,924.0,2,226000
1128,5,1.0,936.0,1,118000
3112,8,2.0,1360.0,2,235000
1008,6,2.0,1008.0,1,135000
1190,5,2.0,1106.0,1,132500
1144,5,1.0,1144.0,1,143000
1364,5,1.0,1179.0,1,132000
1383,6,1.0,1383.0,1,145250
1336,6,2.0,1121.0,1,162000
1370,5,1.0,1058.0,1,148000
1092,5,1.0,1092.0,1,141000
1124,6,1.0,1124.0,1,153000
1236,5,1.0,1070.0,1,134450
943,5,2.0,943.0,1,135960
1050,6,1.0,1050.0,1,156000
1375,6,2.0,1367.0,1,140000
1008,5,1.0,1008.0,1,139500
1575,6,2.0,216.0,1,155000
1145,5,2.0,301.0,1,127000
1005,5,1.0,1005.0,1,133500
1056,5,1.0,1056.0,1,125000
884,5,1.0,884.0,1,142000
2039,7,3.0,929.0,1,167000
1384,5,2.0,1015.0,1,159000
2640,5,3.0,2171.0,2,180000
1312,6,2.0,784.0,1,127000
1310,6,1.0,617.0,2,112000
713,3,1.0,713.0,1,99800
833,5,1.0,833.0,1,117000
1073,5,1.0,1073.0,1,108480
715,3,2.0,715.0,1,68000
720,4,1.0,448.0,1,86900
1130,5,2.0,1120.0,1,120000
1595,6,2.0,663.0,2,155500
1760,4,2.0,1077.0,1,80000
1214,3,3.0,672.0,1,105000
2414,5,2.0,954.0,2,160000
1466,5,2.0,796.0,2,170000
1324,6,2.0,1088.0,2,160000
1086,5,2.0,1024.0,1,159950
1146,6,1.0,1083.0,1,165000
1734,6,2.0,912.0,1,159000
1207,6,1.0,1135.0,1,147000
912,5,1.0,912.0,1,115000
1194,6,2.0,655.0,1,159500
864,6,1.0,864.0,1,120000
816,5,1.0,816.0,1,129900
1773,6,2.0,1313.0,2,183000
1472,7,2.0,0.0,2,157500
2448,7,2.0,1438.0,3,277500
1600,5,1.0,1484.0,1,207500
1521,4,1.0,910.0,1,147500
1192,4,0.0,720.0,1,135000
1040,5,2.0,0.0,1,109500
1040,4,2.0,0.0,1,109900
1040,5,1.0,1040.0,1,133700
1040,3,2.0,0.0,2,81400
1040,3,2.0,0.0,2,87500
1040,3,2.0,0.0,2,93500
1556,5,0.0,1556.0,2,119000
1150,5,1.0,1150.0,1,141000
1150,5,1.0,1150.0,1,146000
1348,6,2.0,660.0,1,155000
999,5,1.0,925.0,1,134500
1045,7,2.0,1045.0,1,120000
864,5,1.0,864.0,1,105000
1025,5,0.0,1025.0,1,124000
2014,5,2.0,716.0,2,169000
1328,4,1.0,686.0,1,107000
1668,5,1.0,1212.0,1,135000
1657,4,1.0,1147.0,1,111500
1416,6,2.0,780.0,1,156500
1641,7,2.0,728.0,1,178000
1428,7,2.0,712.0,1,139900
1004,7,1.0,502.0,1,105000
813,6,1.0,813.0,1,110000
1951,4,2.0,938.0,2,111500
1032,6,1.0,1032.0,1,108000
844,5,1.0,844.0,1,111500
1750,5,1.0,636.0,1,124000
864,4,1.0,576.0,1,105000
1118,6,2.0,648.0,1,116000
1376,3,1.0,738.0,1,96900
960,5,2.0,960.0,1,135500
1566,5,2.0,816.0,1,139000
492,3,1.0,492.0,1,61500
1182,6,1.0,770.0,1,120000
1163,3,1.0,1162.0,1,126175
840,3,1.0,798.0,1,64000
1928,6,1.0,1020.0,2,137000
1774,4,3.0,1095.0,2,87000
1768,7,2.0,880.0,1,163000
2104,7,2.0,1226.0,2,155000
1440,5,1.0,540.0,1,79000
1690,7,1.0,815.0,1,144000
1368,6,1.0,684.0,1,114504
1762,7,2.0,596.0,1,157000
1200,6,1.0,1200.0,1,125000
3608,10,3.0,1107.0,2,475000
1248,5,0.0,624.0,2,93500
960,5,2.0,960.0,1,125000
1020,3,0.0,1020.0,1,64500
788,4,0.0,788.0,1,100000
1577,6,1.0,972.0,1,140200
1827,6,1.0,848.0,1,202500
1664,6,2.0,1004.0,2,159000
1118,5,2.0,793.0,1,119900
1176,6,2.0,816.0,1,114500
1344,5,1.0,896.0,1,115000
1162,3,1.0,728.0,1,75000
1015,5,1.0,768.0,1,88000
912,4,0.0,0.0,1,80500
1576,5,1.0,1042.0,1,149000
1324,5,1.0,741.0,1,110000
1103,6,2.0,1103.0,1,110500
616,5,1.0,616.0,1,89000
1048,5,1.0,993.0,1,113000
816,5,1.0,816.0,1,109000
2486,6,2.0,1595.0,2,220000
960,4,2.0,960.0,1,129000
1635,6,1.0,485.0,1,117000
693,4,0.0,693.0,1,52500
1430,4,2.0,596.0,2,107000
1330,5,1.0,396.0,1,116500
819,5,0.0,610.0,1,72000
1376,6,1.0,780.0,2,119500
1360,5,1.0,803.0,1,125500
1077,3,1.0,1007.0,1,91000
754,6,0.0,520.0,1,84500
984,6,1.0,984.0,1,90000
1422,5,1.0,806.0,1,137500
1921,6,2.0,1921.0,2,150000
1640,5,2.0,0.0,1,131000
1352,5,1.0,1062.0,1,130000
1032,5,1.0,0.0,1,125000
879,5,1.0,830.0,1,80000
1073,7,1.0,1073.0,2,157000
1382,4,2.0,1051.0,1,148000
1296,4,2.0,0.0,2,90000
1068,6,1.0,1059.0,1,154500
1064,5,2.0,1064.0,1,153600
1320,5,2.0,1164.0,1,164500
934,6,1.0,912.0,1,132000
1059,5,1.0,1059.0,1,142500
1159,5,1.0,1051.0,1,158000
1400,6,2.0,672.0,1,149500
1458,5,2.0,1176.0,1,165000
1721,5,2.0,1461.0,2,180000
1040,6,2.0,960.0,1,160500
1967,5,2.0,1967.0,2,156500
1949,5,2.0,1949.0,2,157000
1920,5,2.0,1052.0,2,172500
1803,5,2.0,1134.0,2,155000
1779,5,2.0,1763.0,1,170000
872,5,1.0,872.0,1,105000
960,4,1.0,648.0,0,145000
1437,5,2.0,1188.0,1,168000
1830,7,2.0,1865.0,1,278000
1000,5,2.0,1000.0,1,164000
2287,7,2.0,1304.0,2,225000
810,5,2.0,782.0,1,130000
894,5,2.0,864.0,1,142500
1700,7,1.0,430.0,2,148400
1453,7,2.0,1453.0,1,190000
1350,4,2.0,967.0,1,146000
1150,5,1.0,799.0,1,128000
2008,5,1.0,896.0,3,225000
2201,6,2.0,697.0,2,274970
2009,6,3.0,672.0,2,235000
3672,6,2.0,1836.0,3,415000
1560,5,2.0,1776.0,2,182000
1488,5,2.0,0.0,1,135000
1057,5,1.0,1057.0,1,137000
1855,6,1.0,994.0,2,136900
1609,6,1.0,1000.0,1,149900
1148,5,1.0,980.0,1,123500
1124,5,0.0,0.0,1,93000
1456,5,1.0,810.0,1,91500
1298,6,2.0,1298.0,2,180000
2559,6,2.0,868.0,2,209000
1911,8,2.0,777.0,2,215000
1440,6,4.0,1344.0,2,224500
1876,7,3.0,1308.0,2,229800
1208,7,2.0,1208.0,2,183600
1220,7,2.0,1199.0,2,194000
1294,7,2.0,1286.0,2,193879
1614,7,3.0,1614.0,2,221500
1498,7,2.0,1498.0,2,204900
1962,7,3.0,1391.0,2,239799
1846,6,2.0,1836.0,2,233555
1734,7,2.0,1734.0,2,260000
1590,8,3.0,1570.0,2,294900
1809,7,2.0,945.0,2,209700
1614,7,2.0,1614.0,2,225000
1596,7,2.0,784.0,2,181000
1915,8,2.0,908.0,2,220000
1582,5,2.0,1624.0,2,190000
988,6,2.0,938.0,1,180000
1533,7,2.0,1533.0,2,280000
1388,6,2.0,1388.0,2,158900
914,5,2.0,870.0,1,148000
1100,5,2.0,1100.0,1,145000
1499,6,2.0,781.0,2,187000
1425,7,2.0,1425.0,2,193000
990,5,2.0,990.0,1,156000
1525,7,2.0,1525.0,2,235000
1494,6,2.0,1479.0,2,217000
1588,7,2.0,1588.0,2,214000
1749,7,2.0,842.0,2,196000
1779,7,2.0,951.0,2,217000
1861,7,2.0,916.0,2,200000
1776,7,2.0,936.0,2,192500
1541,7,3.0,1541.0,2,205000
954,5,2.0,911.0,1,132500
1388,6,1.0,675.0,1,157500
1282,6,3.0,995.0,2,174000
971,5,1.0,971.0,1,128500
864,5,1.0,864.0,1,128500
894,5,2.0,894.0,1,149900
864,5,1.0,864.0,1,119900
1320,6,2.0,630.0,2,137000
1989,8,2.0,1065.0,2,255000
1762,7,2.0,826.0,2,222000
1755,6,2.0,840.0,2,214000
1358,8,2.0,1348.0,1,220000
1787,8,3.0,1753.0,2,275000
1909,7,2.0,872.0,2,197000
1654,7,3.0,1654.0,2,230000
2214,8,3.0,1090.0,2,268500
2049,7,2.0,1065.0,2,210900
1939,7,3.0,1054.0,2,227000
1995,7,2.0,930.0,2,237000
2097,7,2.0,1108.0,2,274300
1836,7,2.0,1860.0,2,216837
848,6,2.0,848.0,1,133000
848,6,2.0,848.0,1,155900
1919,8,2.0,1079.0,2,233230
1390,7,2.0,1390.0,2,207000
1948,7,2.0,847.0,2,195000
1700,6,2.0,1682.0,2,200000
1737,7,2.0,851.0,2,203160
1611,7,2.0,784.0,2,195800
1552,7,3.0,1552.0,2,212900
1720,7,2.0,860.0,2,196500
1336,7,2.0,1336.0,2,198000
1500,6,2.0,750.0,2,173900
1456,6,2.0,728.0,2,163990
1310,7,2.0,1310.0,2,164990
1436,4,2.0,676.0,2,98000
1466,5,2.0,1466.0,1,149900
1220,4,2.0,836.0,1,102000
1012,6,0.0,976.0,2,127500
980,6,0.0,945.0,2,127500
1176,5,1.0,1176.0,1,119900
1724,7,2.0,796.0,2,196500
914,6,0.0,914.0,1,117250
2314,7,2.0,1150.0,2,229000
1072,5,2.0,547.0,1,145000
1072,6,2.0,547.0,2,140000
1072,6,2.0,547.0,1,142500
1709,7,2.0,970.0,2,134000
1709,7,2.0,970.0,2,130000
1709,6,2.0,970.0,2,130000
1709,7,2.0,970.0,2,137500
1708,7,2.0,976.0,2,130000
936,4,1.0,624.0,1,97900
1338,6,2.0,832.0,2,92000
1669,4,1.0,1093.0,1,107000
1184,5,0.0,658.0,1,81000
1221,5,1.0,784.0,1,104900
864,5,2.0,864.0,1,115000
1482,4,2.0,954.0,2,125000
1250,5,1.0,686.0,1,116000
1414,4,0.0,864.0,1,83000
2230,4,1.0,795.0,1,118500
498,2,1.0,498.0,1,35000
1273,4,1.0,616.0,1,121000
1928,5,0.0,686.0,2,160000
1595,6,1.0,940.0,1,140000
1551,5,1.0,1058.0,2,137000
1340,6,1.0,780.0,1,128000
1479,7,1.0,624.0,1,160000
1784,5,1.0,747.0,1,138887
1510,6,1.0,755.0,1,149000
1522,5,0.0,1008.0,2,102000
1636,7,1.0,818.0,1,167000
1802,7,1.0,793.0,1,200100
1465,5,1.0,992.0,2,131000
1288,5,1.0,824.0,1,112000
1717,7,3.0,756.0,1,140000
1550,6,1.0,817.0,1,195000
1517,8,2.0,792.0,1,230000
1717,5,1.0,901.0,1,194000
1180,4,1.0,700.0,1,137500
2057,7,1.0,1017.0,1,250000
1671,7,2.0,1022.0,2,218000
2345,6,2.0,952.0,2,239000
1609,7,3.0,637.0,1,199500
1801,6,2.0,697.0,1,210000
1811,6,2.0,1073.0,1,230000
1647,5,2.0,1430.0,2,217500
2315,5,1.0,1168.0,2,257000
1336,5,1.0,1165.0,1,157000
1844,6,2.0,1844.0,2,223000
976,5,1.0,976.0,1,102000
1285,6,2.0,861.0,1,145400
672,4,0.0,432.0,1,72000
641,4,1.0,641.0,1,85000
951,4,1.0,951.0,1,106500
1638,6,1.0,967.0,2,139000
1336,4,1.0,637.0,1,108000
729,3,0.0,0.0,1,51689
480,2,1.0,480.0,0,35311
1396,5,0.0,660.0,2,115000
936,3,0.0,216.0,1,78000
1778,8,2.0,1573.0,2,375000
1646,8,2.0,1594.0,2,300000
1625,6,2.0,1625.0,2,242500
1664,6,2.0,1664.0,2,145000
1491,8,2.0,1491.0,2,209000
1004,6,2.0,975.0,1,135000
1210,6,2.0,1128.0,2,148000
1959,7,3.0,1907.0,3,171000
2519,7,2.0,1210.0,2,335000
1295,7,1.0,0.0,2,230000
1650,6,2.0,1632.0,1,250764
1707,8,2.0,1686.0,2,228000
1137,6,2.0,1112.0,2,176000
1339,7,2.0,1309.0,2,180000
2514,7,2.0,1216.0,2,250000
1403,6,2.0,1381.0,2,202000
1800,8,3.0,1800.0,2,312500
1960,8,3.0,1728.0,2,320000
2028,8,3.0,1868.0,2,369900
1838,9,3.0,1838.0,2,359900
1600,1,1.0,0.0,1,81500
1368,7,4.0,1288.0,2,215000
1216,6,2.0,1216.0,2,164000
1337,6,2.0,1237.0,2,153500
1140,5,0.0,1140.0,1,84500
1304,5,1.0,264.0,1,104500
1475,5,1.0,757.0,2,127000
2521,6,2.0,942.0,2,151400
874,5,1.0,864.0,1,126500
1652,5,3.0,1652.0,2,146500
630,4,0.0,630.0,1,73000
1092,4,1.0,546.0,1,79400
1360,5,1.0,1104.0,1,140000
630,5,0.0,630.0,1,92000
1092,4,1.0,546.0,1,87550
1092,4,0.0,546.0,1,79500
1092,4,0.0,546.0,1,90500
1092,4,1.0,546.0,1,71000
1728,6,2.0,1728.0,2,150900
1728,5,2.0,1728.0,2,188000
1126,5,2.0,1126.0,2,160000
1224,5,2.0,1224.0,1,131000
1003,6,2.0,1003.0,1,142500
902,5,2.0,864.0,1,131000
970,5,0.0,912.0,1,132000
1389,5,2.0,1389.0,1,170000
2000,7,3.0,996.0,2,188000
